,,PE_RATIO,EV_TO_T12M_EBITDA,INVENT_TURN,EBIT_MARGIN,NET_DEBT_TO_EBITDA,NET_FIX_ASSET_TURN,TRAILING_12M_CASH_FLOW_MARGIN,TRAIL_12M_NET_SALES
2303 HK Equity,20171231,14.77492815,5.317519879,6.37387144,35.12633983,0.023847552,2.74131225,30.2216425,969.805
2314 HK Equity,20171231,5.457843994,#N/A N/A,5.160742061,20.85388014,#N/A N/A,0.826017617,16.39170876,21412.49
721 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-92.5521262,#N/A N/A,-134.941
334 HK Equity,20171231,6.001018285,8.387380618,12.88076854,6.158643011,0.625914636,16.63502035,-1.084534831,4249.990156
332 HK Equity,20171231,#N/A N/A,43.48626926,314.3165099,0.30146127,3.657626254,10.2308977,-5.261539894,9647.079684
372 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,65.03091074,#N/A N/A,431.285
353 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
498 HK Equity,20171231,0.962550119,#N/A N/A,0.266709431,-46.7993747,#N/A N/A,0.196341509,-33.27613738,596.196
1082 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,-165.3227955,#N/A N/A,1.581081567,-3.854178176,153.859
1720 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
604 HK Equity,20171231,4.614078868,3.699983418,0.271884603,51.86706694,0.934695212,0.754248583,5.760308694,20425.138
1293 HK Equity,20171231,4.68170266,7.7923905,8.244428213,4.820434009,2.960412812,6.884156851,-0.571124786,30508.394
1323 HK Equity,20171231,#N/A N/A,#N/A N/A,3.85227009,-37.52543848,#N/A N/A,9.56231721,-319.4120623,85.009
689 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,-84.39281642,#N/A N/A,1.72117809,41.74109971,63.144
8296 HK Equity,20171231,#N/A N/A,#N/A N/A,2.808539427,-40.67692727,#N/A N/A,1.480895052,57.77887497,58.736
1430 HK Equity,20171231,14.12186435,9.170958024,69.42398821,18.75783866,-2.730257133,1.226066097,19.30155984,830.021
8178 HK Equity,20171231,#N/A N/A,#N/A N/A,19.81555899,-288.2458044,#N/A N/A,0.570767774,-77.95928786,31.342
4 HK Equity,20171231,2.344517505,12.48259359,#N/A N/A,38.78724038,1.181342008,0.127099208,51.58579313,43669
2202 HK Equity,20171231,12.13170005,#N/A N/A,0.328870033,19.99695685,#N/A N/A,13.44883878,0.243203281,222317.6433
1189 HK Equity,20171231,#N/A N/A,#N/A N/A,58.06035503,-24.79830303,#N/A N/A,0.462397201,-4.400697894,247.029
8059 HK Equity,20171231,#N/A N/A,#N/A N/A,172.8549747,-44.79052923,#N/A N/A,11.47802173,-9.982953251,127.297
95 HK Equity,20171231,42.45084471,#N/A N/A,0.08540899,77.18116981,#N/A N/A,0.113147741,#N/A N/A,1421.462
1102 HK Equity,20171231,153.5281904,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1176 HK Equity,20171231,98.97426884,10.30410306,0.347336331,33.05504593,4.856978896,1.545451081,54.54747979,2899.76
630 HK Equity,20171231,#N/A N/A,#N/A N/A,1189,-189.9894479,#N/A N/A,2.572225371,-282.0313315,86.239
3396 HK Equity,20171231,7.486607418,7.949033376,6.990489835,2.926001247,3.309778541,8.965431852,0.896762303,306486.233
8147 HK Equity,20171231,#N/A N/A,#N/A N/A,9.032872619,-41.89661421,#N/A N/A,18.53520451,-32.43683993,77.264
3618 HK Equity,20171231,4.196101218,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.587740383,#N/A N/A,38834.723
410 HK Equity,20171231,2.498565723,4.300322568,0.132685787,407.4763152,1.961663909,0.032624131,-138.814513,1919.903
445 HK Equity,20171231,35.89467127,28.23867457,3.247198575,7.068068149,-1.8646743,2.274470815,7.217704225,491.86
3337 HK Equity,20171231,#N/A N/A,10.02170459,1.50121975,15.97082752,5.497947003,0.77022116,-6.57007364,1819.386
207 HK Equity,20171231,11.36920062,9.567436807,0.314244864,45.11638096,2.714091834,0.308037231,46.98536342,9011.053
3808 HK Equity,20171231,17.37401846,2.663755846,4.109802679,5.763973803,-1.508498213,3.701140543,7.218999735,44254.469
546 HK Equity,20171231,5.539376572,3.997316739,4.204312762,13.43757504,0.383193494,1.351677524,8.684560428,12501.266
322 HK Equity,20171231,31.92753239,9.030992965,17.51222131,5.83646539,0.187103766,1.668176565,12.87468336,58222.21425
976 HK Equity,20171231,#N/A N/A,19.19576839,5.469974929,2.14310518,6.069735934,4.234824401,-11.06351131,10499.578
1980 HK Equity,20171231,7.890537363,12.5833211,65.75660301,35.28202892,-4.07841853,5.028787342,46.30995152,972.223
1622 HK Equity,20171231,27.54724005,9.452213493,0.624362293,21.70276609,1.536091369,25.5331572,17.29044955,5977.427
2038 HK Equity,20171231,#N/A N/A,4.474507422,13.86979567,-1.025536987,-31.35505638,9.23887134,2.727673464,8300.627
460 HK Equity,20171231,5.21864386,9.440904145,3.87719685,66.28081018,-1.562489674,1.166091304,61.522936,3238.337
1469 HK Equity,20171231,6.809068691,13.52617052,#N/A N/A,#N/A N/A,-0.947928252,2.309887777,#N/A N/A,279.62
1818 HK Equity,20171231,48.73011923,15.64295914,1.054443418,18.69012092,5.023504043,0.280034003,12.0262611,6467.513
8200 HK Equity,20180630,85.10638473,#N/A N/A,258.7358449,1.324278073,-9.587459634,19.01599743,#N/A N/A,2607.987
702 HK Equity,20180630,#N/A N/A,19.39126814,37.99851915,26.68340245,8.099952551,0.249137225,-0.668159499,497.935
943 HK Equity,20180630,#N/A N/A,#N/A N/A,3.509386282,-14.37721491,#N/A N/A,0.688898226,-3.728578743,199.218
582 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-94.82253738,#N/A N/A,0.063146713,-84.81358072,430.964
939 HK Equity,20180630,5.79037324,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.176231569,#N/A N/A,1124034
1239 HK Equity,20180630,#N/A N/A,12.89531232,18.37877641,13.10261308,5.344294894,3.464196436,-22.81750638,379.016
8238 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8171 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-10.22548959,#N/A N/A,166.0205128,-10.67893989,80.935
3988 HK Equity,20180630,5.053610273,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.953433001,#N/A N/A,785389
58 HK Equity,20180630,#N/A N/A,67.83414613,18.34204577,-3.042961507,-4.92921074,2.412277181,-12.48593569,315.515
261 HK Equity,20180630,#N/A N/A,#N/A N/A,0.581321185,-20.52785924,#N/A N/A,8.419753086,5.571847507,682
139 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
136 HK Equity,20180630,99.49409841,178.3221242,23.24523879,49.21375358,-6.118015956,8.199160506,44.17191977,261.75
364 HK Equity,20180630,#N/A N/A,60.80405395,0.195204492,21.42454066,6.895312419,0.340771147,-567.3815752,281.761
2899 HK Equity,20180630,15.3691263,#N/A N/A,7.081325794,7.460496418,#N/A N/A,2.859386267,8.867434963,98954.74234
8021 HK Equity,20180630,#N/A N/A,#N/A N/A,318.5326633,-58.94533163,#N/A N/A,5.700215213,-65.91293883,169.513
981 HK Equity,20180630,41.2323886,9.437940887,3.986359494,2.859769605,2.190953787,0.493896143,34.54025856,3139.134
149 HK Equity,20180630,#N/A N/A,#N/A N/A,0.439318489,-4.967730258,#N/A N/A,0.181113227,-32.01862139,790.059
784 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,7.36638962,-0.300720738,11.00826172,#N/A N/A,331.112
1063 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-5.141368346,#N/A N/A,236.9959377,-14.24339295,350.043
6138 HK Equity,20180630,2.827209977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.342264915,#N/A N/A,29211.138
607 HK Equity,20180630,1.632244555,18.8422771,1.79692988,21.74261415,-0.542218281,1.024930261,14.53690882,11026.457
572 HK Equity,20180630,0.682167023,2.820213369,#N/A N/A,611.3362421,-1.570318536,0.276561272,-324.7711648,77.239
8422 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-3.194845786,#N/A N/A,#N/A N/A,-16.51235478,67.828
8485 HK Equity,20180630,#N/A N/A,44.06128317,12.42831837,5.18132303,1.343793642,4.00018622,13.16179747,150.367
1499 HK Equity,20180630,41.53686459,76.57875061,#N/A N/A,9.98189141,-7.229593417,6.392792518,20.08484778,293.231
1288 HK Equity,20180630,4.961304025,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.438386352,#N/A N/A,839056
680 HK Equity,20180630,4.260107658,7.132011928,0.403548065,28.3569185,3.563501646,3.184019475,20.53317158,15900.885
992 HK Equity,20180630,#N/A N/A,7.726320974,11.86742722,0.975022174,1.656980556,21.00641125,-1.596169592,45349.943
1222 HK Equity,20180630,1.334662844,2.940288151,0.486238206,73.11539345,0.846245583,0.862924034,#N/A N/A,2620.998
8083 HK Equity,20180630,#N/A N/A,#N/A N/A,62.00034112,-74.63869217,#N/A N/A,16.21594633,-102.7831768,207.856
3993 HK Equity,20180630,13.06023697,#N/A N/A,2.923221271,29.68433286,#N/A N/A,1.002678676,34.27092048,25797.16406
1227 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-0.684524662,#N/A N/A,-7.168
1060 HK Equity,20180630,#N/A N/A,#N/A N/A,595.192777,-41.90016973,#N/A N/A,15.35973203,-25.48708105,2366.136
365 HK Equity,20180630,40.91191377,#N/A N/A,2.302540264,-4.728330461,#N/A N/A,1.603787816,28.58774523,253.028
3800 HK Equity,20180630,2.943290304,7.829612628,15.94202475,23.32113511,5.029590703,0.401447911,26.0171624,23794.455
1250 HK Equity,20180630,3.615153326,7.267905354,37.62489217,22.85667414,1.120125323,0.793580734,10.80333389,8700.014818
309 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-10.77912038,#N/A N/A,17.95855402,#N/A N/A,349.24
535 HK Equity,20180630,8.080069742,11.43672089,0.209025335,32.26740967,2.793999081,0.779870917,67.6002857,4523.651
1013 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,106.153
729 HK Equity,20180630,#N/A N/A,#N/A N/A,1.496931734,-256.2081827,#N/A N/A,0.286322226,#N/A N/A,1058.474
932 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,264.451
1029 HK Equity,20180630,0.935926403,2.992579112,3.928429992,124.2648607,1.423116306,0.263031513,6.80364252,109.265
1958 HK Equity,20180630,15.19787564,3.244158904,6.356339786,13.77118733,-0.215375781,2.812924649,17.23406861,134158.541
658 HK Equity,20180630,14.78107616,16.4263118,2.569249036,9.86065858,2.711020954,1.513246831,21.74908644,8241.914
996 HK Equity,20180630,1.411844871,24.46714626,0.212494415,35.84668834,10.92931801,0.169812036,-31.26375205,2193.31
857 HK Equity,20180630,23.99550638,#N/A N/A,#N/A N/A,3.821674249,#N/A N/A,1.199143463,16.76414114,2064985
493 HK Equity,20180630,#N/A N/A,25.25425022,5.294508365,-0.333065209,3.552836399,8.567878819,-2.371762504,71574.873
279 HK Equity,20180630,8.534530888,#N/A N/A,#N/A N/A,72.42506529,#N/A N/A,58.24825419,#N/A N/A,500.469
901 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-0.147763878,#N/A N/A,-0.271764
883 HK Equity,20180630,19.63140956,4.579085916,#N/A N/A,19.52733516,0.306592664,0.450036398,49.58742422,186390
1658 HK Equity,20180630,7.177189095,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.715629349,#N/A N/A,404928
998 HK Equity,20180630,4.438353725,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.58050804,#N/A N/A,281258
616 HK Equity,20180630,1.549937107,15.07002058,#N/A N/A,156.7221046,12.66149805,0.033240903,-1178.907368,49.605
707 HK Equity,20180630,#N/A N/A,#N/A N/A,1.022078925,-70.34007295,#N/A N/A,2.847910496,-151.7017703,142.293
1141 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-439.473594,#N/A N/A,36.44338052,-267.1396095,87.537
1004 HK Equity,20180630,#N/A N/A,111.4408084,#N/A N/A,-9.350417954,19.28466477,0.206550054,#N/A N/A,369.299
386 HK Equity,20180630,9.45619718,#N/A N/A,#N/A N/A,3.101619581,#N/A N/A,2.973112793,8.293895239,2383271
787 HK Equity,20180630,#N/A N/A,#N/A N/A,3.926534017,-37.64782458,#N/A N/A,15.04945734,-3.5200823,2966.692
3300 HK Equity,20180630,10.3106366,7.763251621,5.476124492,7.893114506,4.332154796,0.603811278,1.653798401,2556.418
8207 HK Equity,20180630,0.295595385,12.47782508,#N/A N/A,#N/A N/A,0.563455656,26.06208149,#N/A N/A,4913.81
3888 HK Equity,20180630,#N/A N/A,#N/A N/A,172.8432643,10.98444831,#N/A N/A,3.448816401,29.27280509,5231.651
547 HK Equity,20180630,#N/A N/A,#N/A N/A,1594.931964,-75.28648486,#N/A N/A,2.315582829,-54.04080204,703.004
1335 HK Equity,20180630,#N/A N/A,5.104234885,2.655600965,3.328200233,-1.38163954,2.541992366,21.6620053,1250.706
8250 HK Equity,20180630,#N/A N/A,20.01985719,114.2760317,-7.764717709,-0.864154338,5.060075935,35.80178214,278.542
951 HK Equity,20180630,6.145881942,7.479392835,9.398303655,3.543601891,3.261230005,5.331619491,1.401070195,24654.011
2022 HK Equity,20180630,0.05792542,52.27542993,#N/A N/A,15.87655245,-9.000877838,85.16783688,-7.884290652,28.620609
444 HK Equity,20180630,#N/A N/A,#N/A N/A,0.671183787,-16.88697917,#N/A N/A,44.47807849,#N/A N/A,387.026
1462 HK Equity,20180630,1.807183477,45.23243201,#N/A N/A,28.6688673,-1.563934681,11.46382575,#N/A N/A,749.482
970 HK Equity,20180630,1.859187896,21.72471098,2.512922924,3.850362869,3.086920362,31.46639693,#N/A N/A,2893.052
728 HK Equity,20180630,13.73731817,3.262693771,#N/A N/A,7.435334829,0.801039129,0.736803477,26.3371049,366426
8228 HK Equity,20180630,#N/A N/A,2516.943888,#N/A N/A,-32.22945991,1179.365764,0.100840053,-77.96107909,221.372
8129 HK Equity,20180630,#N/A N/A,#N/A N/A,30.92307692,-8.823752178,#N/A N/A,43.35960591,-568.0224191,13.203
8046 HK Equity,20180630,#N/A N/A,#N/A N/A,0.012947913,-154.8723268,#N/A N/A,1.928653077,-150.0271645,20.247
2333 HK Equity,20180630,8.436799717,#N/A N/A,13.94532675,5.946857966,#N/A N/A,3.317799654,2.502374216,104423.5297
1676 HK Equity,20180630,1.51186329,3.106644336,#N/A N/A,16.09883195,-2.745545898,#N/A N/A,7.410844389,644.407
2007 HK Equity,20180630,7.940339778,7.650677695,0.523286572,19.21499905,1.189688192,2.093545727,11.32788558,226900.032
1565 HK Equity,20180630,22.54295619,30.40815674,#N/A N/A,37.40295371,1.407195741,0.291267719,50.82543791,952.767
539 HK Equity,20180630,4.847881407,4.132332601,1.330151224,9.959421793,3.373296286,1.137802549,#N/A N/A,4960.298
1816 HK Equity,20180630,8.804148279,12.12746343,1.583719228,43.25197362,7.779322444,0.182386362,38.01639236,45618.316
1246 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,738.147
1027 HK Equity,20180630,40.8513394,19.18522664,2.376287321,2.910839291,4.155832438,3.788777205,-12.90259055,538.264
8133 HK Equity,20180630,#N/A N/A,#N/A N/A,2.095404839,-10.29532145,#N/A N/A,3.379655246,-11.60086477,47.643
175 HK Equity,20180630,10.41888834,13.64503685,16.44745593,13.05973505,-0.787993819,6.434999997,12.9296207,92760.718
402 HK Equity,20180630,#N/A N/A,#N/A N/A,2.297060354,-311.967556,#N/A N/A,4.694651711,-64.79050881,195.044
1359 HK Equity,20180630,3.134133366,13.93658806,#N/A N/A,#N/A N/A,11.84172795,2.252613831,#N/A N/A,114805.107
2318 HK Equity,20180630,16.55281577,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1015441
603 HK Equity,20180630,5.87156712,#N/A N/A,29.58584036,12.00826528,#N/A N/A,1.006746507,15.59079004,7651.28
508 HK Equity,20180630,#N/A N/A,529.4206968,88.84573695,0.425726925,72.30043256,33.79491235,#N/A N/A,918.664
736 HK Equity,20180630,#N/A N/A,#N/A N/A,0.120573494,-912.2182642,#N/A N/A,0.223112661,#N/A N/A,52.37003524
1079 HK Equity,20180630,#N/A N/A,#N/A N/A,4.590693736,-2.6074194,#N/A N/A,1014.821497,0.808742591,264.361
2954 HK Equity,20180630,69.03526745,#N/A N/A,8.438139011,23.45316834,#N/A N/A,0.76949203,#N/A N/A,149.984
706 HK Equity,20180630,#N/A N/A,#N/A N/A,41.43379501,-89.76468475,#N/A N/A,2.6850914,-96.93551284,55.67
3323 HK Equity,20180630,10.36966879,8.182548287,7.062084734,13.66697519,5.874578815,1.04838052,9.420446098,152345.312
2823 HK Equity,20180630,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
24 HK Equity,20180630,#N/A N/A,#N/A N/A,42.07612196,-17.35395734,#N/A N/A,16.64505032,-8.872862028,2491.789
1076 HK Equity,20180630,34.85982655,16.22061092,381.6867973,7.907737902,3.221969229,2.949229968,-3.977824514,11400.31136
1387 HK Equity,20180630,#N/A N/A,22.14526414,#N/A N/A,-5.989402011,-3.91826305,1.447451244,16.51047655,988.112
2628 HK Equity,20180630,15.03209537,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,643355
164 HK Equity,20180630,#N/A N/A,#N/A N/A,3.163930085,-1192.353498,#N/A N/A,0.795916107,-1303.628471,17.969
515 HK Equity,20180630,#N/A N/A,#N/A N/A,9.394051317,-12.81077786,#N/A N/A,2.64235328,-47.88798859,559.443
2600 HK Equity,20180630,25.76981517,11.60325598,8.661643383,4.239657798,5.078978114,1.713284706,4.58822968,180191.241
1338 HK Equity,20180630,13.26160278,16.22476683,3.046836922,7.322445735,-1.809291623,1.959761163,16.58535662,264.215
1208 HK Equity,20180630,11.96528064,6.34760438,7.275163602,33.10383233,3.751033574,0.328308347,49.63043588,3950.6
762 HK Equity,20180630,50.97142458,#N/A N/A,#N/A N/A,2.092185825,#N/A N/A,#N/A N/A,#N/A N/A,280759
672 HK Equity,20180630,1.992806103,5.272613954,0.40117076,30.06058769,0.779042233,0.483755014,37.0716411,4395.117
8158 HK Equity,20180630,#N/A N/A,#N/A N/A,6.312365174,-58.40408754,#N/A N/A,1.77751388,-127.6673941,356.987
1103 HK Equity,20180630,0.386725665,13.69619119,163.9224652,3.204414205,5.085515707,131.9735049,#N/A N/A,17085.026
1139 HK Equity,20180630,#N/A N/A,#N/A N/A,6.379881415,-32.11143695,#N/A N/A,2.623076923,-39.11664372,33.418
2389 HK Equity,20180630,7.160451395,5.251588579,0.544423069,310.3043062,-0.767883909,0.810072496,-19.90813397,130.625
8429 HK Equity,20180630,#N/A N/A,199.9006433,#N/A N/A,-0.228867055,-47.13295211,62.7947861,-13.74479727,93.941
8226 HK Equity,20180630,#N/A N/A,#N/A N/A,8.828282828,-65.40100251,#N/A N/A,0.648240288,24.58646617,15.96
275 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1150.672
819 HK Equity,20180630,4.467126094,3.348017211,11.64746449,5.547080329,-0.890412968,6.60987121,8.418284768,26903.901
826 HK Equity,20180630,30.09561028,8.384884832,1.790104298,8.376036279,4.145300127,1.096915915,2.626535773,3898.443
76 HK Equity,20180630,#N/A N/A,38.76203754,0.155552247,-2.758962498,-24.56859206,2.306344066,-53.94845531,60.53
288 HK Equity,20180630,12.39487846,9.357441153,6.560479477,7.39979445,0.902439024,4.494677646,6.841235086,22379
61 HK Equity,20180630,1.785714289,4.988690292,83.55009494,208.9458526,0.175590012,0.315274311,-18.78273637,514.909
3326 HK Equity,20180630,21.56794373,79.90633243,1.385308883,15.50804873,-0.592121583,20.08231603,-9.303693015,352.043
6828 HK Equity,20180630,#N/A N/A,38.13953223,82.78133566,6.690946428,7.219944795,2.790323837,-19.04309715,1451.14
8179 HK Equity,20180630,#N/A N/A,#N/A N/A,13.62899506,-63.54050455,#N/A N/A,6.74830758,-74.27484075,111.148
8055 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-124.8725288,#N/A N/A,10.95793956,-39.94730557,52.757
243 HK Equity,20180630,#N/A N/A,#N/A N/A,3.180562547,-98.05863553,#N/A N/A,3.040358405,-24.75106382,281.297
205 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-59.0037978,#N/A N/A,15.4103047,-41.65799732,319.132
8419 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,1.46106392,#N/A N/A,2.588128501,12.29724795,208.136
704 HK Equity,20180630,3.654455655,8.985517594,20.34894051,2.11513303,-0.134562805,2.931248025,7.367948836,1330.791
1889 HK Equity,20180630,#N/A N/A,#N/A N/A,4.460057568,-166.4966258,#N/A N/A,0.126909843,-290.5267534,62.534
521 HK Equity,20180630,5.590851304,34.15023587,10.62663327,1.86634896,24.2661482,4.353769414,-3.698113485,23955.863
1800 HK Equity,20180630,5.082633527,8.515718665,9.075316529,7.078661931,3.085840602,6.543352349,7.002377495,449633
902 HK Equity,20180630,22.18379751,#N/A N/A,18.33893581,8.048831515,#N/A N/A,0.584287489,14.33691702,158648.751
990 HK Equity,20180630,40.08221949,40.00798485,8032.332075,0.657041805,-1.51770862,2545.728389,-6.727135789,5389.307
228 HK Equity,20180630,#N/A N/A,#N/A N/A,#N/A N/A,-1802.469515,#N/A N/A,0.033259319,51.20024542,13.039
2799 HK Equity,20180630,1.962284408,11.30966904,#N/A N/A,#N/A N/A,9.758453216,15.91414141,#N/A N/A,125650.199
6833 HK Equity,20180630,#N/A N/A,#N/A N/A,3.326484684,-20.11570266,#N/A N/A,5.460442197,-48.62400105,806.723
1628 HK Equity,20180630,4.253605593,4.270496383,0.491295378,31.42941235,1.73416411,2.407803594,11.5762078,21700.673
2211 HK Equity,20180630,#N/A N/A,#N/A N/A,6.139348902,-20.91712654,#N/A N/A,8.769720837,-1.979732175,2680.11
1789 HK Equity,20180630,#N/A N/A,15.44574479,1.408725796,33.50898846,-3.77368755,4.27146189,31.5991414,372.7
8167 HK Equity,20180630,22.98850515,20.07126472,57.44526744,4.818517384,-0.904909887,2.411070379,14.32153523,1214.772
1051 HK Equity,20180630,5.443466203,#N/A N/A,#N/A N/A,5.002821764,-177.4226485,0.238932999,132.2444644,30.123
1299 HK Equity,20180630,18.93519434,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,38330
1177 HK Equity,20180630,48.41780178,25.30796219,3.460469325,23.52874396,-1.433506598,3.514685444,#N/A N/A,15608.704
