"Date","Ticker","PE_RATIO","INVENT_TURN_PCT_CHANGE","pred"
20130630,"152 HK Equity",1.07747949174116,-0.311546140550138,"1"
20130630,"3800 HK Equity",-0.188535317704003,0.0330323691118361,"2"
20130630,"3339 HK Equity",0.348680469954868,-0.151459052980543,"2"
20130630,"3333 HK Equity",-0.0544432279316074,-0.18829371818712,"2"
20130630,"196 HK Equity",-0.317720732216276,-0.0764044785667407,"2"
20130630,"449 HK Equity",-0.297692946022661,-0.0811890392283988,"2"
20130630,"992 HK Equity",-0.22600765365224,-0.132103885759739,"2"
20130630,"2005 HK Equity",0.417499367698262,-0.0910316431180753,"2"
20130630,"3303 HK Equity",-0.243726739204309,0.0240735873383199,"2"
20130630,"493 HK Equity",1.11618209556509,-0.168186550324447,"1"
20130630,"661 HK Equity",-0.295104799202565,-0.293160381454655,"2"
20130630,"3337 HK Equity",-0.295042064822112,-0.0593628891435461,"2"
20130630,"488 HK Equity",0.150833578951881,-0.0528658676588471,"2"
20130630,"119 HK Equity",-0.305190762800045,0.000947928200053452,"2"
20130630,"1898 HK Equity",-0.300198650512906,-0.121483765444536,"2"
20130630,"916 HK Equity",-0.230502898213866,-0.101874482847984,"2"
20130630,"716 HK Equity",-0.296650686994726,-0.000645648333225427,"2"
20130630,"639 HK Equity",-0.296353862001566,-0.137235303840687,"2"
20130630,"1918 HK Equity",0.0478896395382301,-0.0622120930510433,"2"
20130630,"2007 HK Equity",-0.0694250382909841,-0.0848903885417013,"2"
20130630,"1080 HK Equity",-0.325910794468442,-0.102127425446498,"2"
20130630,"1171 HK Equity",-0.283600079081121,-0.00214795856820967,"2"
20130630,"1101 HK Equity",-0.33563269760915,-0.198020742783582,"2"
20130630,"1638 HK Equity",-0.266477984453013,-0.107360027128705,"2"
20130630,"67 HK Equity",-0.296218948553146,0.000580501696380766,"2"
20130630,"182 HK Equity",0.531720260883381,-0.206097106988815,"2"
20130630,"230 HK Equity",-0.197108167781597,-0.169301222472242,"2"
20130630,"832 HK Equity",-0.247889821329009,-0.162817214039496,"2"
20130630,"175 HK Equity",0.146272969907668,-0.0546001395602911,"2"
20130630,"2198 HK Equity",-0.315151940284008,-0.210710094384867,"2"
20130630,"555 HK Equity",-0.344394288629442,0.0483458469802076,"2"
20130630,"1333 HK Equity",-0.250589447189541,-0.202225049664334,"2"
20130630,"151 HK Equity",-0.114711363678423,-0.123341505893309,"2"
20130630,"123 HK Equity",-0.284539076335689,-0.188473478232621,"2"
20130630,"688 HK Equity",-0.22362961010862,-0.0310342569747853,"2"
20130630,"1777 HK Equity",-0.293768052202478,-0.0363599406357033,"2"
20130630,"2342 HK Equity",-0.183611603296106,-0.0607371831326344,"2"
20130630,"2222 HK Equity",2,-0.149698316402617,"1"
20130630,"3883 HK Equity",-0.0721355066900073,-0.125466703330094,"2"
20130630,"698 HK Equity",-0.243429390256417,-0.0972627531032356,"2"
20130630,"82 HK Equity",0.284511400848557,-0.234585849753563,"2"
20130630,"1224 HK Equity",-0.25013820082662,-0.180888545169442,"2"
20130630,"3998 HK Equity",-0.0752331557961249,-0.161344571084987,"2"
20130630,"587 HK Equity",-0.320177275766116,-0.261302154788588,"2"
20130630,"17 HK Equity",-0.297158946163178,-0.0540168195608659,"2"
20130630,"2357 HK Equity",-0.0151379780445339,-0.107374281487423,"2"
20130630,"3323 HK Equity",-0.281108072187756,-0.102588890920315,"2"
20130630,"1623 HK Equity",-0.309956112503219,-0.101775706313191,"2"
20130630,"489 HK Equity",-0.27713203603909,-0.324109324254215,"2"
20130630,"410 HK Equity",-0.335873457337175,1.05610251134042,"3"
20130630,"3377 HK Equity",-0.297317000260649,0.109793525640754,"2"
20130630,"494 HK Equity",-0.33066098201905,-0.0833856295620857,"2"
20130630,"1115 HK Equity",-0.262282150057833,0.220309771564298,"2"
20130630,"604 HK Equity",-0.290151337808037,-0.102461290249079,"2"
20130630,"2689 HK Equity",-0.094081444488465,-0.0557440738122242,"2"
20130630,"272 HK Equity",-0.298523935861872,-0.287240972804124,"2"
20130630,"201 HK Equity",-0.317216394294919,-0.0337488050844637,"2"
20130630,"106 HK Equity",-0.168982527869881,0.0207206338783672,"2"
20130630,"3336 HK Equity",-0.310834155306431,-0.00479544381929902,"2"
20130630,"2233 HK Equity",-0.181497333304545,-0.0726292338701382,"2"
